,gvkey,sich,insbnk,understatement,option,p_aaer,new_p_aaer,misstate,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f
3914,62073,8011.0,0,0,0,2620.5,26206.0,0,8.214,0.268,12.528,8.445,0.037000000000000005,3.279,93.826,0.997,0.07,1.311,0.588,0.154,0.0,0.0,0.0,2.391,4.083,0.154,0.8170000000000001,0.0,-12.896,8.117,5.519,0.0,0.0,0.0,0.085,0.015
3915,62077,3826.0,0,0,0,2620.5,26206.0,0,8.565,3.615,18.626,10.64,5.249,3.297,56.617,0.474,2.589,2.009,1.798,-4.899,0.733,0.0,3.563,4.675,7.9860000000000015,-4.899,1.993,0.0,-4.958,2.366,7.061,4.327,0.0,-0.35600000000000004,0.297,0.49
3916,62078,5094.0,0,0,0,2620.5,26206.0,0,41.183,0.477,62.701,31.333,14.345999999999998,22.696,4.4060000000000015,4.49,0.0,2.822,1.186,2.091,15.194,10.938,3.814,6.724,9.546,2.091,14.419,0.0,23.834,7.7970000000000015,37.211,0.0,0.048,0.155,0.626,1.16
3917,62079,7370.0,0,0,0,2620.5,26206.0,0,15.07,2.254,34.578,20.389,8.008,6.62,23.567,3.4330000000000003,2.263,3.028,0.8079999999999999,5.38,0.0,0.0,0.0,10.874,13.902,5.665,2.857,0.287,-48.365,5.023,33.196,5.0,0.0,0.0,0.5770000000000001,5.21
3918,62088,4841.0,0,0,0,2620.5,26206.0,0,17.575,2.17,48.132,33.928000000000004,5.797999999999999,21.637,21.247,4.615,0.0,1.005,4.633,-0.5820000000000001,0.0,0.0,0.0,13.191,14.204,-0.5820000000000001,16.907,0.0,-11.7,4.3,52.435,0.235,0.0,0.155,1.842,1.91
3919,62093,5190.0,0,0,0,2620.5,26206.0,0,97.64,59.393,166.514,45.041,2.943,189.388,18.289,42.097,176.196,15.578,7.815,-73.378,19.147,0.0,0.0,105.566,121.473,-73.378,27.561,0.0,-52.053,72.6,238.005,0.14800000000000002,0.0,-1.047,3.5210000000000004,5.3
3920,62098,2800.0,0,0,0,2620.5,26206.0,0,1.606,2.67,46.669,33.193000000000005,0.973,5.5,62.132,0.643,9.448,9.721,0.342,-6.796,0.32299999999999995,0.0,0.075,3.48,13.476,-6.796,37.278,0.0,-20.62,0.07200000000000001,0.083,0.3670000000000001,0.16699999999999998,0.071,0.454,0.54
3921,62100,7371.0,0,0,0,2620.5,26206.0,0,33.835,1.535,43.652,29.035,18.778,31.976,14.87,0.35,0.0,0.5379999999999999,2.634,-15.635,0.0,3.508,0.0,11.448,14.617,-15.667,9.73,0.0,-51.315,13.497,45.901,0.199,0.0,-5.074,0.002,0.26
3922,62101,7310.0,0,0,0,2620.5,26206.0,0,0.265,0.1,0.305,-0.153,0.026,0.754,2.285,0.16699999999999998,0.0,0.0,0.085,-0.211,0.0,0.0,0.0,0.458,0.458,-0.211,1.605,0.0,-13.556,0.188,0.835,0.009000000000000001,0.0,0.0,0.008,0.08
3923,62107,7990.0,0,0,0,2620.5,26206.0,0,14.51,7.672999999999999,44.667,32.368,4.868,94.779,7.94,0.0,0.0,0.0,10.085,6.6720000000000015,2.634,0.0,0.0,10.299,12.299,6.6720000000000015,46.404,0.0,7.377999999999999,4.3660000000000005,131.812,18.02,2.527,4.391,0.6990000000000001,15.9
3924,62109,5912.0,0,0,0,2620.5,26206.0,0,169.982,56.349,513.971,126.495,39.464,502.504,23.717,308.693,0.0,0.825,11.979,-43.51,32.77,0.0,0.0,386.511,387.476,-43.51,79.068,0.0,-145.685,94.447,626.328,0.0,0.0,0.37,34.3,0.2
3925,62110,2834.0,0,0,0,2620.5,26206.0,0,19.623,2.194,27.315,24.108,18.744,16.745,25.542,0.28800000000000003,0.0,0.725,0.527,-16.175,0.0,0.0,5.83,2.482,3.207,-16.175,8.583,0.0,-40.449,0.0,0.068,0.982,0.0,0.0,0.033,3.4
3926,62111,2890.0,0,0,0,2620.5,26206.0,0,0.271,0.768,0.325,-2.401,0.044,0.097,19.82,1.188,0.0,0.0,0.009000000000000001,-1.185,0.153,0.0,0.0,2.7260000000000004,2.7260000000000004,-1.185,0.041,0.0,-9.572,0.022,0.239,0.0,0.0,-0.207,0.2,0.16
3927,62117,2834.0,0,0,0,2620.5,26206.0,0,0.16699999999999998,0.972,3.264,0.183,0.102,0.02,4.353,0.583,0.0,0.0,0.04,-2.889,0.044,0.0,0.0,2.282,2.282,-2.889,0.358,0.799,-37.45,0.006,0.038,0.5,0.0,0.0,0.044,2.93
3928,62118,9995.0,0,0,0,2620.5,26206.0,0,0.461,0.07,0.462,0.392,0.021,0.0,9.396,0.0,0.0,0.0,0.0,-0.29100000000000004,0.0,0.0,0.0,0.07,0.07,-0.29100000000000004,0.002,0.0,-1.6969999999999998,0.001,0.0,0.05,0.0,0.0,0.003,0.08
3929,62121,3620.0,0,0,0,2620.5,26206.0,0,4.2860000000000005,0.499,5.441,4.437,3.502,1.6909999999999998,21.243,0.055,0.0,0.002,0.421,-4.927,0.32,0.0,1.163,1.002,1.004,-4.927,1.509,0.0,-24.824,0.35200000000000004,2.253,0.0,0.0,0.0,0.02,2.43
3930,62122,3841.0,0,0,0,2620.5,26206.0,0,0.737,0.07,2.158,-0.236,0.665,2.537,13.185,1.489,0.0,0.0,0.325,-3.4,0.0,0.0,0.0,2.351,2.351,-3.4,2.915,0.043,-74.85300000000002,0.041,0.688,0.001,0.0,0.0,0.7859999999999999,0.46
3931,62132,7822.0,0,0,0,2620.5,26206.0,0,0.35,0.14300000000000002,0.428,-4.442,0.0,1.355,43.187,0.75,0.0,0.0,0.069,-2.38,0.0,0.0,0.0,0.907,0.907,-2.38,0.079,3.958,-2.509,0.35,0.006,0.5,0.0,0.0,0.201,1.0
3932,62148,4899.0,0,0,0,2620.5,26206.0,0,5.347,9.73,5.825,-19.823,1.007,44.121,7.059,9.683,0.0,0.0,0.257,-3.241,1.084,0.0,0.0,25.648000000000003,25.648000000000003,-3.241,0.55,0.0,-36.983,3.215,50.309,0.0,2.838,0.0,0.98,1.1
3933,62162,7363.0,0,0,0,2620.5,26206.0,0,20.834,1.578,41.377,18.115,0.354,69.368,24.985,6.585,28.383000000000006,7.9929999999999986,8.606,4.695,0.0,0.0,0.0,15.219,23.262,4.695,29.513,0.0,-22.843000000000004,17.5,105.102,0.0,0.0,-1.6840000000000002,1.899,0.95
3934,62168,3845.0,0,0,0,2620.5,26206.0,0,30.329,1.176,33.788000000000004,29.833,9.102,13.345999999999998,6.712999999999999,0.0,0.0,0.0,0.8590000000000001,-0.601,12.562,0.0,4.489,3.955,3.955,-1.273,5.074,0.0,6.777,8.066,27.275,0.35600000000000004,0.0,-0.962,0.0,4.78
3935,62169,2821.0,0,0,0,2620.5,26206.0,0,59.94,20.086,120.122,35.79,10.912,157.895,16.563,20.581,3.361,12.835,5.4,-4.838,14.639,1.606,2.217,54.56800000000001,69.248,-7.875,29.364,14.049,-57.401,18.554,190.884,5.537000000000001,0.0,0.0,2.789,3.86
3936,62170,2833.0,0,0,0,2620.5,26206.0,0,78.782,0.7190000000000001,105.786,93.946,77.14699999999998,22.431,14.083,1.1,0.0,5.1,1.8,-13.329,0.0,0.0,0.902,6.74,11.84,-13.329,31.605,0.0,-81.641,0.0,1.266,1.203,0.0,0.0,0.28800000000000003,36.62
3937,62178,7370.0,0,0,0,2620.5,26206.0,0,1.339,0.359,5.584,-0.202,0.048,0.6779999999999999,79.683,0.0,0.935,4.544,1.421,-4.3580000000000005,1.16,0.0,0.0,1.242,5.7860000000000005,-4.3580000000000005,1.859,0.0,-12.058,0.015,0.972,0.0,0.0,0.0,0.9,0.042
3938,62181,7389.0,0,0,0,2620.5,26206.0,0,0.011,0.222,1.324,-0.095,0.011,1.345,18.346,0.22,0.0,0.0,0.0,-0.569,0.0,1.3130000000000002,0.0,0.442,0.442,-0.569,0.0,0.977,-6.27,0.0,0.447,1.047,0.0,0.0,0.005,0.13
3939,62186,8744.0,0,0,0,2620.5,26206.0,0,0.336,0.097,6.068,-1.3090000000000002,0.017,1.481,13.888,0.998,2.6180000000000003,5.904,0.172,-0.7709999999999999,0.0,0.0,0.002,1.473,7.377000000000002,-0.7709999999999999,4.864,0.0,-7.519,0.273,2.7110000000000003,0.0,0.0,0.0,0.669,0.03
3940,62189,3559.0,0,0,0,2620.5,26206.0,0,2.794,0.115,4.663,3.447,2.207,1.321,9.283,0.039,0.0,0.043,0.142,-2.298,0.28,0.0,0.0,0.698,0.741,-2.298,2.004,0.475,-10.561,0.3,2.4,0.21,0.0,0.028,0.015,3.49
3941,62196,3670.0,0,0,0,2620.5,26206.0,0,3.1260000000000003,0.08199999999999999,3.387,1.981,0.932,0.327,4.772,1.3159999999999998,0.0,0.0,0.031,-0.857,2.076,0.0,0.04,1.406,1.406,-0.857,0.623,0.0,-2.407,0.112,0.568,0.28800000000000003,0.0,0.0,0.086,0.51
3942,62200,3841.0,0,0,0,2464.0,24641.0,1,92.181,1.26,98.034,94.613,83.23899999999998,4.995,22.058000000000003,0.0,0.0,0.0,0.428,-5.922999999999999,2.415,0.0,0.0,3.4210000000000003,3.4210000000000003,-5.922999999999999,3.321,0.0,-38.097,5.734,15.720999999999998,75.184,0.0,0.0,0.395,17.93
3943,62201,7372.0,0,0,0,2620.5,26206.0,0,7.902,0.4970000000000001,9.932,-0.436,1.967,4.008,6.632999999999999,0.042,2.367,0.027000000000000003,0.726,-3.749,0.0,0.0,0.0,10.341,10.368,-3.749,11.463,0.0,-20.343,5.465,20.181,0.086,0.383,0.28600000000000003,0.039,0.6
3944,62203,3089.0,0,0,0,2620.5,26206.0,0,32.733000000000004,10.409,68.613,19.825,0.897,82.62899999999998,6.215,21.299,0.0,9.361,5.534,1.665,13.738,0.0,0.0,36.604,48.788,1.665,52.928,0.0,9.892,16.971,111.624,0.0,0.359,1.41,2.609,2.5
3945,62204,1311.0,0,0,0,2620.5,26206.0,0,1.4480000000000002,1.208,32.128,14.992,0.5429999999999999,2.952,10.546,6.4,10.442,3.903,1.85,-2.263,0.159,0.0,0.15,7.775,11.678,-2.263,32.569,5.457999999999998,-24.115,0.746,6.9529999999999985,7.832000000000002,0.0,0.0,0.999,8.28
3946,62207,5093.0,0,0,0,2620.5,26206.0,0,0.034,0.002,0.037000000000000005,0.032,0.034,0.32,35.332,0.0,0.0,0.0,0.001,-0.28800000000000003,0.0,0.0,0.0,0.005,0.005,-0.28800000000000003,0.013,0.0,-2.48,0.0,0.0,0.149,0.0,0.0,0.0,0.18
3947,62211,3827.0,0,0,0,2620.5,26206.0,0,1.486,0.8759999999999999,3.982,2.412,0.006999999999999999,1.4169999999999998,89.464,0.435,0.5329999999999999,0.0,0.365,-5.489,0.863,0.0,0.0,1.567,1.567,-5.767,2.496,0.0,-11.17,0.386,2.086,2.16,0.0,0.0,0.03,0.029
3948,62213,3578.0,0,0,0,2620.5,26206.0,0,1.901,2.608,5.7810000000000015,-6.733,0.818,3.783,21.451,0.328,1.175,4.29,0.209,-9.272,0.56,0.0,0.0,4.291,8.581,-10.956,1.4340000000000002,3.933,-39.209,0.094,1.4509999999999998,4.835,0.0,0.0,1.3530000000000002,0.82
3949,62215,8071.0,0,0,0,2219.0,22191.0,1,107.408,4.726,236.764,155.66899999999995,22.364,141.606,16.197,13.973,16.0,44.959,15.906,10.991,0.0,0.0,16.509,32.692,81.095,10.991,114.625,0.0,44.215,63.63800000000001,189.615,3.289,6.127000000000002,8.467,3.709,44.51
3950,62237,2836.0,0,0,0,2620.5,26206.0,0,54.472,3.636,72.327,61.354,47.87600000000001,1.113,30.257,0.0,0.0,0.0,2.01,-16.742,0.0,0.0,44.273,10.446,10.973,-16.742,7.682,0.0,-102.877,5.392,34.064,2.462,0.0,0.345,0.046,11.9
3951,62240,3690.0,0,0,0,2620.5,26206.0,0,6.184,0.348,10.558,4.775,0.821,7.548999999999999,3.52,1.376,0.0,3.381,0.218,-2.0780000000000003,3.961,0.0,0.0,2.402,5.783,-2.0780000000000003,5.759,0.0,-1.906,1.336,11.348,0.0,0.0,0.07400000000000001,0.36,0.51
3952,62242,3089.0,0,0,0,2620.5,26206.0,0,0.29100000000000004,0.155,0.7020000000000001,-1.477,0.109,0.395,8.48,0.052000000000000005,0.064,0.015,0.21600000000000005,-0.295,0.07200000000000001,0.0,0.0,0.336,0.35100000000000003,-0.295,1.046,1.663,-5.1370000000000005,0.11,0.726,0.0,0.0,0.0,0.001,0.17
3953,62257,7370.0,0,0,0,2620.5,26206.0,0,4.44,1.628,19.886,16.250999999999998,3.669,2.371,19.538,0.0,0.0,0.0,3.33,-14.799,0.0,0.0,0.108,3.635,3.635,-14.799,9.846,0.0,-78.85300000000002,0.337,6.324,0.012,0.0,0.001,0.027000000000000003,0.51
3954,62262,3100.0,0,0,0,2620.5,26206.0,0,4.962,1.052,5.721,2.8480000000000003,1.3769999999999998,8.911,5.8260000000000005,1.526,0.0,0.087,0.133,-1.979,0.754,0.084,0.0,2.786,2.873,-1.979,1.02,0.0,-4.784,2.5610000000000004,13.177,0.0,0.0,1.344,0.03,0.75
3955,62263,2836.0,0,0,0,2620.5,26206.0,0,362.747,1.722,400.259,260.408,355.274,43.386,18.107,0.0,0.0,123.92,5.521,-47.925,0.0,0.0,220.086,7.99,139.851,-57.043,20.642,0.0,-123.685,6.98,11.805,210.902,0.0,0.0,7.797999999999999,18.51
3956,62266,7374.0,0,0,0,2620.5,26206.0,0,204.499,11.408,374.046,250.048,83.59899999999998,176.015,52.664,31.5,0.0,0.0,14.546,113.921,0.0,0.0,53.434,123.71,123.998,113.921,99.377,0.0,178.21,106.675,476.908,40.99100000000001,17.215,69.521,3.0380000000000003,40.45
3957,62268,3564.0,0,0,0,2620.5,26206.0,0,72.378,15.726,180.255,96.879,3.878,142.232,26.033,32.6,3.621,19.445,7.063,0.5589999999999999,31.391,0.893,0.0,57.775,83.376,0.384,109.794,0.0,14.848,30.48,189.077,0.0,0.0,0.93,3.911,2.36
3958,62269,7389.0,0,0,0,2620.5,26206.0,0,19.017,28.588,28.672,-25.387,1.844,9.194,67.153,11.557,0.0,0.0,3.533,-8.099,0.855,0.0,0.0,42.12300000000001,42.959,-8.099,32.367,11.1,-81.05,15.987,11.765,0.071,0.0,-0.426,1.272,0.03
3959,62275,3826.0,0,0,0,2620.5,26206.0,0,3.892,0.0,59.408,58.674,3.892,0.0,34.353,0.0,0.0,0.0,0.0,-24.04,0.0,0.0,0.0,0.7340000000000001,0.7340000000000001,-24.04,0.0,0.0,-88.946,0.0,0.0,1.401,0.0,0.0,0.0,7.0
3960,62278,4899.0,0,0,0,2620.5,26206.0,0,4.867,4.607,16.98,5.481,0.282,7.757999999999999,71.467,1.506,1.663,0.462,1.4780000000000002,-7.874,0.015,3.008,0.0,8.757,9.219,-5.329,8.533,0.0,-48.565,3.836,10.621,1.989,0.0,0.0,0.196,0.36
3961,62281,3826.0,0,0,0,2620.5,26206.0,0,202.145,76.557,372.972,-11.18,82.186,273.75,26.41,0.0,302.597,302.596,23.657,8.329,39.935,0.0,0.0,76.557,384.152,8.329,321.759,0.0,-115.62,70.84100000000002,354.168,0.804,0.0,0.0,29.067,6.0
3962,62288,2834.0,0,0,0,2620.5,26206.0,0,2.161,0.728,4.944,1.581,0.093,6.075,18.008,1.594,0.104,0.643,0.462,-0.573,0.745,0.222,0.0,2.72,3.363,-0.573,3.374,0.0,-10.309,1.16,8.191,0.08,0.0,0.0,0.324,0.53
3963,62290,2844.0,0,0,0,2620.5,26206.0,0,512.9,87.0,997.6,-1337.3,105.5,507.4,51.76600000000001,17.5,698.5,1643.6,36.8,-150.1,157.9,0.0,2.2,385.8,2280.3,-153.7,332.3,54.6,-1136.5,203.9,1321.5,0.0,0.0,4.1,146.7,6.66
3964,62291,3270.0,0,0,0,2620.5,26206.0,0,2.483,2.462,15.876,-4.247,0.175,2.3480000000000003,7.015,5.364,0.0,6.34,0.57,-21.404,1.525,0.387,0.0,12.601,18.954,-21.404,4.669,1.169,-35.654,0.758,3.403,4.181,0.0,0.0,1.106,10.73
3965,62292,3728.0,0,0,0,2620.5,26206.0,0,0.414,0.153,0.542,0.207,0.32299999999999995,0.5,7.471,0.132,0.0,0.044,0.105,-0.086,0.075,0.0,0.0,0.285,0.329,-0.086,0.375,0.006,-1.143,0.011,0.054000000000000006,0.02,0.0,0.0,0.051,0.21
3966,62295,3575.0,0,0,0,2620.5,26206.0,0,2.293,0.23,3.9,3.035,0.045,2.97,4.453,0.28,0.0,0.0,0.084,-0.102,1.496,0.0,0.0,0.865,0.865,-0.102,2.31,0.0,1.931,0.7340000000000001,4.323,0.0,0.0,-0.073,0.014,0.45
3967,62302,7389.0,0,0,0,2620.5,26206.0,0,24.825,0.44,41.155,10.934,0.0,40.883,18.584,0.057,3.526,13.287,2.682,4.155,0.0,0.0,0.0,16.349,30.221,-1.714,6.954,0.0,0.217,21.144,70.891,0.408,0.0,3.123,0.561,1.79
3968,62304,7372.0,0,0,0,2620.5,26206.0,0,2.068,0.581,2.92,0.122,0.635,3.09,1.3130000000000002,0.0,0.0,0.0,0.642,-4.14,0.048,0.383,0.0,2.797,2.797,-4.14,5.078,0.001,-51.484,0.934,6.107,0.562,0.0,0.01,0.0,0.64
3969,62305,7372.0,0,0,0,2620.5,26206.0,0,1.686,2.5,4.145,-5.606,0.158,3.408,16.709,3.4810000000000003,0.65,3.62,1.3130000000000002,-11.568,0.0,0.0,0.0,6.131,9.751,-13.27,3.213,0.0,-18.493,1.414,6.489,0.014,0.0,0.0,0.463,0.38
3970,62311,1311.0,0,0,0,2620.5,26206.0,0,3.342,0.446,11.763,9.471,2.994,0.0,16.971,0.071,0.0,1.464,0.337,-4.3889999999999985,0.0,0.0,0.0,0.8270000000000001,2.291,-4.3889999999999985,9.264,0.001,-14.589,0.204,0.0,4.359,0.0,0.0,0.153,1.01
3971,62313,6552.0,1,0,0,2620.5,26206.0,0,4.025,10.24,81.024,-49.276,1.04,22.011,199.482,79.083,81.793,35.91900000000001,7.2570000000000014,-57.345,0.0,0.49,0.757,93.065,129.8,-57.345,64.977,0.5,-172.701,2.985,15.872,0.541,0.0,0.0,10.642,0.45
3972,62317,4899.0,0,0,0,2620.5,26206.0,0,139.046,56.862,386.4380000000001,79.032,49.5,174.37,53.585,6.124,6.5,181.052,131.183,-242.12,0.0,0.0,1.477,125.93,307.406,-242.12,245.177,0.0,-500.068,67.821,422.93,0.011,16.031,-32.043,12.083,3.4
3973,62322,5735.0,0,0,0,2620.5,26206.0,0,0.439,0.154,3.464,3.292,0.182,0.003,130.733,0.0,0.0,0.0,0.365,-2.627,0.174,0.0,0.0,0.172,0.172,-2.481,1.456,0.0,-7.017,0.006999999999999999,0.006999999999999999,0.454,0.0,0.0,0.0,0.13
3974,62324,3663.0,0,0,0,2620.5,26206.0,0,137.548,38.162,308.258,261.0,7.942,83.58200000000002,29.782,0.0,0.0,0.0,15.767,-37.226,65.05199999999999,0.0,0.0,40.599,47.258,-44.672,105.491,0.0,46.934,52.392,198.242,0.0,0.0,2.515,0.0,8.89
3975,62330,5812.0,0,0,0,2620.5,26206.0,0,71.2,20.17,305.858,26.934,48.394,190.53,17.480999999999998,37.336,161.7,120.936,13.442,-36.329,8.806000000000003,0.7859999999999999,34.156,91.442,232.181,-36.329,129.822,46.743,-73.27199999999998,10.497,236.02,47.06800000000001,1.622,0.16699999999999998,28.49,0.27
3976,62336,3826.0,0,0,0,2620.5,26206.0,0,215.801,9.325,386.76,350.30800000000005,153.24200000000005,35.316,121.355,0.0,0.0,0.0,4.852,12.635,10.698,0.0,81.314,35.615,36.452,12.635,39.74,0.0,-25.999,50.278,220.993,9.807,0.0,25.073,0.0,26.1
3977,62340,2741.0,0,0,0,2620.5,26206.0,0,3.37,0.48,4.45,2.021,2.195,1.845,3.783,0.0,0.0,0.0,1.523,-7.058,0.175,0.0,0.0,2.4290000000000003,2.4290000000000003,-7.058,1.161,0.0,-26.876,0.8440000000000001,4.882,4.3580000000000005,0.0,0.0,0.0,0.7
3978,62341,100.0,0,0,0,2620.5,26206.0,0,27.663,0.201,212.86900000000003,211.506,11.331,5.323,257.894,0.0,0.0,0.0,7.21,7.369,0.0,0.0,0.0,1.3630000000000002,1.3630000000000002,7.369,2.9210000000000003,0.0,141.64600000000004,0.0,21.316,0.0,0.0,0.0,0.0,0.12
3979,62343,7370.0,0,0,0,2620.5,26206.0,0,2.895,1.6740000000000002,3.089,-1.102,0.177,5.2170000000000005,16.063,1.886,0.212,0.042,0.212,-1.288,1.162,0.0,0.0,4.149,4.191,-1.288,1.075,0.0,-2.082,1.525,9.048,0.118,0.0,0.001,0.14300000000000002,0.15
3980,62344,1040.0,0,0,0,2620.5,26206.0,0,117.836,26.591,585.255,496.2480000000001,37.915,154.14700000000005,57.117,3.775,0.0,40.558,31.899,59.176,32.843,1.18,0.0,33.314,89.007,59.176,912.687,0.0,-377.574,15.127,233.155,0.0,0.0,-16.426,6.164,11.85
3981,62346,2082.0,0,0,0,2620.5,26206.0,0,0.614,1.2990000000000002,5.94,-5.481,0.029,2.509,8.596,6.31,2.404,2.482,0.8440000000000001,-2.579,0.366,0.0,0.012,8.39,10.872,-2.579,7.7,0.5489999999999999,-29.346,0.146,3.2060000000000004,0.0,0.0,0.0,0.731,0.04
3982,62359,3826.0,0,0,0,2620.5,26206.0,0,106.848,20.311,449.992,275.17900000000003,48.912,170.55900000000003,80.33,61.901,30.26,75.203,1.914,29.58,1.5659999999999998,0.0,46.19,99.61,174.813,29.58,339.475,0.0,201.881,30.592,218.686,0.0,17.398,0.762,7.212999999999999,1.19
3983,62364,7372.0,0,0,0,2620.5,26206.0,0,0.029,0.879,0.103,-2.323,0.027000000000000003,0.299,10.216,0.618,0.0,0.0,0.047,-1.85,0.0,0.0,0.0,2.426,2.426,-1.745,0.188,0.0,-8.29,0.002,1.501,0.0,0.0,0.0,0.095,0.91
3984,62374,4220.0,0,0,0,2620.5,26206.0,0,309.317,64.596,2859.906,885.959,21.359,561.936,56.19600000000001,35.256,533.519,1460.8429999999996,153.591,-32.238,0.0,0.0,0.0,359.009,1908.654,-44.057,1190.537,0.0,-121.72,219.05,1171.116,12.079,0.0,26.036,134.74200000000002,43.8
3985,62382,2836.0,0,0,0,2620.5,26206.0,0,73.635,10.292,122.717,107.798,67.828,0.984,32.821,0.0,0.0,0.0,1.743,-55.566,1.833,37.089,50.178,12.752,14.919,-55.566,9.088,0.0,-176.22799999999995,2.576,11.451,4.296,0.0,0.0,0.0,14.32
3986,62395,3842.0,0,0,0,2620.5,26206.0,0,37.928,2.737,51.662,19.337,5.401,14.95,10.806,9.975,0.0,2.8510000000000004,2.902,0.5479999999999999,22.911,0.0,0.0,16.067,19.485,0.5479999999999999,18.498,12.84,-1.483,5.8279999999999985,42.721,12.997,0.911,0.217,1.2990000000000002,3.4
3987,62401,5045.0,0,0,0,2620.5,26206.0,0,2.715,2.037,3.697,-8.402999999999999,0.081,14.909,7.015,1.369,0.359,6.41,0.157,-2.518,0.043,0.0,0.0,4.963,11.373,-2.518,1.192,0.727,-18.548,2.573,19.452,0.0,0.0,0.0,0.6609999999999999,0.12
3988,62412,3845.0,0,0,0,2620.5,26206.0,0,0.8079999999999999,0.5589999999999999,1.2,-0.304,0.112,0.0,25.223000000000006,0.75,0.0,0.0,0.009000000000000001,-2.239,0.54,0.0,0.087,1.504,1.504,-2.239,0.508,0.0,-61.18899999999999,0.0,0.0,0.0,0.0,0.0,0.014,0.51
3989,62432,6799.0,1,0,0,2620.5,26206.0,0,0.026,0.499,1.164,-3.666,0.001,3.0210000000000004,230.351,0.862,0.413,0.5,0.04,-3.625,0.0,1.039,0.0,4.029,4.825,-3.655,0.155,0.005,-15.624,0.025,0.015,0.261,0.0,0.0,0.168,0.0025
3990,62437,3460.0,0,0,0,2620.5,26206.0,0,45.25100000000001,9.478,101.501,69.4,16.85,125.469,6.8660000000000005,2.569,11.633,16.285999999999998,4.409,-11.03,5.55,3.0,0.0,15.759,32.101,-11.03,52.02,0.0,36.858,22.09,131.984,0.0,0.067,-3.362,2.0980000000000003,4.5
3991,62446,5961.0,0,0,0,2620.5,26206.0,0,0.7240000000000001,1.03,0.915,-2.653,0.08,18.581,35.9,0.35700000000000004,0.5,0.992,0.355,-1.947,0.469,0.0,0.0,2.576,3.568,-1.308,0.7020000000000001,0.0,-10.483,0.155,21.231,0.0,0.0,0.001,0.235,0.1
3992,62447,7372.0,0,0,0,2620.5,26206.0,0,3.94,0.278,4.373,1.693,3.261,2.779,1.841,0.0,0.0,0.0,0.653,-3.439,0.0,0.0,0.115,2.68,2.68,-3.439,1.814,0.0,-41.051,0.5670000000000001,7.398,0.0,0.0,0.0,0.0,1.5
3993,62458,7372.0,0,0,0,2620.5,26206.0,0,7.104,1.329,12.461,3.714,6.532,4.626,6.2639999999999985,0.0,0.862,6.723,2.4290000000000003,-14.82,0.0,0.0,0.0,2.024,8.747,-14.82,5.558,0.0,-64.822,0.041,3.298,0.493,0.0,0.0,0.599,6.99
3994,62460,7372.0,0,0,0,2620.5,26206.0,0,15.931,0.6559999999999999,22.855,14.542,8.974,4.669,8.001,0.0,0.0,0.0,0.377,-5.658,0.077,0.0,4.44,5.091,8.312999999999999,-5.658,7.752000000000002,0.0,-9.096,6.627000000000002,22.954,0.0,0.075,0.163,0.0,0.82
3995,62465,8000.0,0,0,0,2620.5,26206.0,0,82.184,41.327,245.515,155.014,47.187,85.314,64.16,9.433,0.0,14.643,21.352,-146.675,0.0,3.608,9.214,65.765,80.85,-161.849,127.842,0.0,-230.255,17.991,134.751,0.306,0.64,1.784,2.176,3.11
3996,62471,3845.0,0,0,0,2421.0,24211.0,1,226.805,25.763,387.274,79.366,31.4,146.797,36.652,22.904,99.982,160.667,3.652,-145.868,83.61399999999998,6.471,0.0,139.416,307.908,-145.868,23.242,0.0,-242.561,108.873,315.201,50.122,0.0,-0.52,10.805,19.7
3997,62490,3678.0,0,0,0,2620.5,26206.0,0,11.269,1.877,86.837,41.143,0.5429999999999999,20.242,8.934,0.0,0.0,39.612,9.0,-21.583,6.0470000000000015,0.0,0.0,6.082000000000002,45.694,-21.583,33.946,0.0,-21.795,4.01,36.615,0.208,1.0759999999999998,11.873,3.343,1.74
3998,62494,8721.0,0,0,0,2620.5,26206.0,0,142.145,2.631,341.459,168.095,28.488000000000003,121.545,48.771,0.0,121.089,121.166,19.897,6.119,0.0,0.0,0.0,48.174,173.364,-83.711,52.163,0.0,-130.131,52.387,259.264,4.026,5.119,4.808,4.98,8.15
3999,62495,5812.0,0,0,0,2620.5,26206.0,0,2.072,1.236,17.47,11.459,1.839,28.884,11.761,0.184,1.501,2.557,1.588,-1.899,0.1,0.0,0.0,2.303,6.011,-1.899,20.278,0.0,-19.274,0.0,31.833,0.039,0.0,0.0,0.191,0.2
4000,62498,3555.0,0,0,0,2620.5,26206.0,0,79.305,19.666,111.096,40.997,12.486,69.499,14.752,7.1179999999999986,0.0,31.72,5.332999999999998,-7.216,24.998,2.55,0.0,37.371,70.09899999999999,-7.216,18.711,0.0,-2.17,38.127,120.377,0.4920000000000001,0.0,-0.191,2.732,3.35
4001,62500,5812.0,0,0,0,2620.5,26206.0,0,0.005,0.062,0.005,-3.373,0.005,0.0,3.4210000000000003,0.0,0.0,0.0,0.002,0.005,0.0,0.0,0.0,0.062,0.428,0.005,0.011,2.95,-11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.011
